word,onyomi,kunyomi,translation,category,level
促,ソク,うなが.す,urge; prompt; encourage,kanji,n1
尚,ショウ,なお.,furthermore; still; yet,kanji,n1
彩,サイ,いろど.る,coloring; paint; makeup,kanji,n1
暖,ダン,あたた.かい、あたた.まる,warm; mild; genial,kanji,n1
俗,ゾク,,vulgar; customs; manners,kanji,n1
較,カク,くら.べる,compare; contrast,kanji,n1
傍,ボウ,かたわ.ら、わき、おか-,side; beside; proximity,kanji,n1
肝,カン,きも,liver; pluck; nerve,kanji,n1
畑,ハタ、ハン,はたけ,field; farm; garden,kanji,n1
峰,ホウ,みね,peak; summit; ridge,kanji,n1
抵,テイ,,resist; reach; touch,kanji,n1
恩,オン,,grace; kindness; gratitude,kanji,n1
誇,コ,ほこ.る,boast; pride; exult,kanji,n1
網,モウ,あみ,net; network; web,kanji,n1
渋,ジュウ、シュウ,しぶ、しぶ.い、しぶ.る,astringent; hesitate; reluctant,kanji,n1
魂,コン,たましい,soul; spirit; ghost,kanji,n1
牧,ボク,まき,pasture; breed; care for,kanji,n1
控,コウ,ひか.える,withhold; reserve; await,kanji,n1
紛,フン,まぎ.れる、まぎ.らす,distract; mistaken; divert,kanji,n1
戒,カイ,いまし.める,commandment; caution; prohibition,kanji,n1
没,ボツ、モツ,おぼ.れる、しず.む,die; sink; vanish,kanji,n1
既,キ,すで.に,already; previously,kanji,n1
股,コ,また,thigh; crotch; strand,kanji,n1
脅,キョウ,おど.す、おびや.かす,threaten; coerce; menace,kanji,n1
征,セイ,,subjugate; attack the rebellious,kanji,n1
覆,フク,おお.う、くつがえ.す,cover; capsize; reverse,kanji,n1
郡,グン,こおり,county; district,kanji,n1
丘,キュウ,おか,hill; knoll,kanji,n1
佳,カ,,excellent; beautiful; good,kanji,n1
叔,シュク,,uncle; youth,kanji,n1
託,タク,たく.する,consign; request; plead,kanji,n1
哀,アイ,あわ.れむ、かな.しい,pathetic; grief; sorrow,kanji,n1
肥,ヒ,こ.える、こえ、こ.やす,fertilizer; fatten; fertile,kanji,n1
朗,ロウ,ほが.らか,bright; clear; cheerful,kanji,n1
慎,シン,つつし.む,humility; be careful; discreet,kanji,n1
悠,ユウ,,leisure; distant; long,kanji,n1
眉,ビ、ミ,まゆ,eyebrow; brow,kanji,n1
拒,キョ,こば.む,repel; refuse; reject,kanji,n1
概,ガイ,おおむ.ね,generally; approximate,kanji,n1
顧,コ,かえり.みる,look back; review; consider,kanji,n1
腐,フ,くさ.る、くさ.れる,rot; decay; sour,kanji,n1
挨,アイ,,push open; approach,kanji,n1
孤,コ,,orphan; alone,kanji,n1
拶,サツ,せま.る,be imminent; draw close,kanji,n1
却,キャク,かえ.って,instead; on the contrary; rather,kanji,n1
賊,ゾク,,burglar; rebel; traitor,kanji,n1
荘,ソウ、ショウ,,villa; inn; cottage,kanji,n1
匠,ショウ,たくみ,artisan; craftsman,kanji,n1
悔,カイ,く.いる、く.やむ,repent; regret,kanji,n1
獄,ゴク,,prison; jail,kanji,n1
滞,タイ,とどこお.る,stagnate; be delayed; overdue,kanji,n1
遇,グウ,あ.う,meet; encounter; treat,kanji,n1
淡,タン,あわ.い,thin; faint; pale,kanji,n1
購,コウ,,subscription; buy,kanji,n1
併,ヘイ,あわ.せる,join; combine,kanji,n1
崇,スウ,あが.める,adore; respect; revere,kanji,n1
唯,ユイ、イ,ただ,solely; only; merely,kanji,n1
垂,スイ,た.れる,droop; suspend; hang,kanji,n1
岐,キ,,branch; fork in road,kanji,n1
俳,ハイ,,haiku; actor,kanji,n1
斜,シャ,なな.め,diagonal; slanting,kanji,n1
嬢,ジョウ,むすめ,young lady; miss; daughter,kanji,n1
陥,カン,おちい.る,collapse; fall into; trap,kanji,n1
償,ショウ,つぐな.う,compensation; reparation; atone,kanji,n1
鑑,カン,かんが.みる,specimen; take warning from,kanji,n1
勧,カン、ケン,すす.める,recommend; advise; encourage,kanji,n1
葬,ソウ,ほうむ.る,burial; bury; inter,kanji,n1
焦,ショウ,こ.げる、あせ.る,char; scorch; impatient,kanji,n1
剛,ゴウ,,sturdy; strength,kanji,n1
膨,ボウ,ふく.らむ、ふく.れる,swell; expand; inflate,kanji,n1
廷,テイ,,courts; imperial court,kanji,n1
紫,シ,むらさき,purple; violet,kanji,n1
銘,メイ,,inscription; signature,kanji,n1
鎌,ケン、レン,かま,sickle; scythe,kanji,n1
菌,キン,,germ; fungus; bacteria,kanji,n1
稼,カ,かせ.ぐ,earnings; work; earn,kanji,n1
譲,ジョウ,ゆず.る,defer; turnover; transfer,kanji,n1
随,ズイ,したが.う,follow; though; notwithstanding,kanji,n1
猛,モウ,,fierce; rapture; powerful,kanji,n1
遂,スイ,と.げる、つい.に,accomplish; attain; commit,kanji,n1
冒,ボウ,おか.す,risk; face; defy,kanji,n1
泰,タイ,,peaceful; calm; Thailand,kanji,n1
翼,ヨク,つばさ,wing; plane; flank,kanji,n1
凄,セイ,すご.い、すさ.まじい,uncanny; weird; threatening,kanji,n1
序,ジョ,,preface; beginning; order,kanji,n1
扉,ヒ,とびら,door; title page,kanji,n1
是,ゼ,これ,justice; right; yes,kanji,n1
寸,スン,,measurement; size; a little,kanji,n1
賃,チン,,fare; fee; hire,kanji,n1
偵,テイ,,spy; scout,kanji,n1
澄,チョウ,す.む、す.ます,clear; pure; settle,kanji,n1
殊,シュ,こと.に,particularly; especially,kanji,n1
緩,カン,ゆる.い、ゆる.やか、ゆる.む、ゆる.める,loose; slow; lenient,kanji,n1
頑,ガン,かたく.な,stubborn; foolish; firmly,kanji,n1
紋,モン,,family crest; figures,kanji,n1
糖,トウ,,sugar; sweet,kanji,n1
煮,シャ,に.る、に.える、に.やす,boil; cook,kanji,n1
芳,ホウ,かんば.しい,perfume; fragrant,kanji,n1
惨,サン、ザン,みじ.め、いた.む、むご.い,wretched; disaster; cruel,kanji,n1
歓,カン,よろこ.ぶ,delight; joy,kanji,n1
虐,ギャク,しいた.げる,oppress; be tyrannical,kanji,n1
喉,コウ,のど,throat; voice,kanji,n1
旨,シ,むね、うま.い,point; tasty; skillful,kanji,n1
凝,ギョウ,こ.る、こ.らす,congeal; freeze; be fascinated,kanji,n1
圏,ケン,,sphere; circle; range,kanji,n1
拭,ショク,ぬぐ.う、ふ.く,wipe; mop; brush,kanji,n1
涯,ガイ,はて.,horizon; shore; limit,kanji,n1
貞,テイ,さだ,chastity; constancy,kanji,n1
堅,ケン,かた.い,hard; solid; firm,kanji,n1
倫,リン,,ethics; companion,kanji,n1
壇,ダン、タン,,podium; stage; terrace,kanji,n1
呉,ゴ,く.れる,give; do something for,kanji,n1
暇,カ,ひま、いとま,spare time; leisure; leave,kanji,n1
貌,ボウ、バク,かたち、かたど.る,appearance; form; face,kanji,n1
塞,ソク、サイ,ふさ.ぐ、とりで、み.ちる,block; obstruct; fort,kanji,n1
噴,フン,ふ.く,erupt; spout; emit,kanji,n1
婆,バ,ばば,old woman; grandma,kanji,n1
岳,ガク,たけ,peak; mountain,kanji,n1
蹴,シュク、シュウ,け.る,kick; refuse,kanji,n1
鍵,ケン,かぎ,key; lock,kanji,n1
膳,ゼン,,tray; meal,kanji,n1
尺,シャク,,shaku; measure; rule,kanji,n1
罰,バツ、バチ、ハツ,,punishment; curse,kanji,n1
漏,ロウ,も.る、も.れる、も.らす,leak; escape; omit,kanji,n1
朱,シュ,あけ,vermilion; red,kanji,n1
覧,ラン,,inspection; view,kanji,n1
漂,ヒョウ,ただよ.う,drift; float; waft,kanji,n1
汁,ジュウ,しる,soup; juice; broth,kanji,n1
寂,ジャク、セキ,さび、さび.しい、さび.れる,loneliness; quiet; desolate,kanji,n1
嘆,タン,なげ.く、なげ.かわ.しい,sigh; lament; moan,kanji,n1
禅,ゼン、セン,,Zen; meditation,kanji,n1
浄,ジョウ,きよ.める,clean; purify,kanji,n1
酷,コク,ひど.い,cruel; severe; atrocious,kanji,n1
刃,ジン,は、やいば,blade; sword edge,kanji,n1
漫,マン,そぞ.ろ,cartoon; involuntary; free,kanji,n1
霧,ム,きり,fog; mist,kanji,n1
暑,ショ,あつ.い,hot; heat; summer,kanji,n1
棚,ホウ、ボウ,たな、-だな,shelf; ledge; rack,kanji,n1
袖,シュウ,そで,sleeve; wing,kanji,n1
壮,ソウ,さか.ん,robust; admiration; prosperity,kanji,n1
旬,ジュン、シュン,,season; period of ten days,kanji,n1
彫,チョウ,ほ.る,carve; engrave; sculpt,kanji,n1
需,ジュ,,demand; request,kanji,n1
鎖,サ,くさり、と.ざす,chain; irons; connection,kanji,n1
潰,カイ、エ,つぶ.す、つぶ.れる,crush; smash; decay,kanji,n1
縦,ジュウ,たて,vertical; length; freedom,kanji,n1
粧,ショウ,,adornment; dress up,kanji,n1
慌,コウ,あわ.てる、あわ.ただしい,disconcerted; be confused,kanji,n1
穏,オン,おだ.やか,calm; quiet; moderation,kanji,n1
枠,ワク,わく、ふち,frame; limit,kanji,n1
謎,メイ、ベイ,なぞ,riddle; puzzle; enigma,kanji,n1
誉,ヨ,ほま.れ、ほ.める,reputation; praise,kanji,n1
逸,イツ、イチ,そ.れる、はぐ.れる,deviate; idleness; superior,kanji,n1
駒,ク,こま,piece; horse; foal,kanji,n1
惜,セキ,お.しい、お.しむ,pity; be sparing of,kanji,n1
措,ソ,お.く,set aside; abandon,kanji,n1
晶,ショウ,,sparkle; clear; crystal,kanji,n1
琴,キン,こと,harp; koto,kanji,n1
摂,セツ、ショウ,おさ.める、かね.る,absorb; take in,kanji,n1
拍,ハク、ヒョウ,,beat; clap; rhythm,kanji,n1
稽,ケイ,,think; consider,kanji,n1
礎,ソ,いしずえ,cornerstone; foundation,kanji,n1
遭,ソウ,あ.う,encounter; meet,kanji,n1
掌,ショウ,てのひら、たなごころ,manipulate; palm of hand,kanji,n1
鍋,カ,なべ,pot; pan; kettle,kanji,n1
弓,キュウ,ゆみ,bow; archery,kanji,n1
克,コク,か.つ,overcome; excel,kanji,n1
据,スイ,す.える,set; place,kanji,n1
胆,タン,きも,gall bladder; courage,kanji,n1
跳,チョウ,と.ぶ、は.ねる,hop; leap; bounce,kanji,n1
縛,バク,しば.る,truss; arrest; bind,kanji,n1
鎮,チン,しず.める、しず.まる,tranquilize; suppress,kanji,n1
雷,ライ,かみなり,thunder; lightning,kanji,n1
恨,コン,うら.む、うら.めしい,resentment; regret,kanji,n1
顕,ケン,あきらか、あらわ.れる,appear; existing,kanji,n1
殖,ショク,ふ.える、ふ.やす,increase; multiply,kanji,n1
寧,ネイ,むし.ろ,rather; preferably,kanji,n1
湧,ユウ、ヨウ、ユ,わ.く,boil up; seethe,kanji,n1
棋,キ,,chess piece,kanji,n1
巧,コウ,たく.み,skillful; clever,kanji,n1
浸,シン,ひた.す、ひた.る,immersed; soak,kanji,n1
桃,トウ,もも,peach,kanji,n1
隔,カク,へだ.てる、へだ.たる,isolate; alternate,kanji,n1
班,ハン,,squad; corps; unit,kanji,n1
甚,ジン,はなは.だ、はなは.だしい,truly; very; extremely,kanji,n1
妊,ニン,はら.む,pregnancy,kanji,n1
祉,シ,,welfare; happiness,kanji,n1
獣,ジュウ,けもの,beast; animal,kanji,n1
疾,シツ,, rapid; illness; pain,kanji,n1
塾,ジュク,, cram school; private school,kanji,n1
潟,セキ,かた, lagoon; inlet,kanji,n1
撲,ボク,, slap; strike; beat,kanji,n1
塊,カイ,かたまり, lump; mass; clump,kanji,n1
絞,コウ,しぼる、しめる, strangle; constrict; wring,kanji,n1
履,リ,はく, footwear; carry out; fulfill,kanji,n1
苗,ビョウ,なえ、なわ, seedling; sapling; shoot,kanji,n1
芋,,いも, potato; tuber,kanji,n1
冗,ジョウ,, superfluous; uselessness,kanji,n1
陶,トウ,, pottery; ceramic,kanji,n1
励,レイ,はげむ、はげます, encourage; strive; urge,kanji,n1
陳,チン,, exhibit; state; relate,kanji,n1
猿,エン、オン,さる, monkey,kanji,n1
葛,カツ,くず、つづら, kudzu vine; arrowroot,kanji,n1
傘,サン,かさ, umbrella; parasol,kanji,n1
啓,ケイ,, disclose; open; say,kanji,n1
劣,レツ,おとる, inferiority; be inferior to,kanji,n1
撤,テツ,, remove; withdraw; repeal,kanji,n1
殴,オウ,なぐる, assault; hit; beat,kanji,n1
盾,ジュン,たて, shield; escutcheon; pretext,kanji,n1
衰,スイ,おとろえる, decline; wane; weaken,kanji,n1
滝,ロウ,たき, waterfall; rapids,kanji,n1
慰,イ,なぐさめる、なぐさむ, consolation; amusement; soothe,kanji,n1
蛇,ジャ、ダ,へび, snake; serpent,kanji,n1
梨,リ,なし, pear tree; pear,kanji,n1
癖,ヘキ,くせ, mannerism; habit; peculiarity,kanji,n1
潤,ジュン,うるおう、うるおす、うるむ, moisture; wet; profit,kanji,n1
鉢,ハチ、ハツ,はち, bowl; pot; basin,kanji,n1
戯,ギ,たわむれる、ざれる、じゃれる, frolic; play; sport,kanji,n1
腸,チョウ,はらわた、わた, intestines; guts; bowels,kanji,n1
偏,ヘン,かたよる, partial; side; left radical,kanji,n1
巣,ソウ,す, nest; rookery; hive,kanji,n1
宴,エン,うたげ, banquet; feast; party,kanji,n1
炉,ロ,, hearth; furnace; kiln,kanji,n1
棟,トウ,むね、むな, ridgepole; ridge; building,kanji,n1
洞,ドウ,ほら, cave; den; excavation,kanji,n1
狩,シュ,かる、かり, hunt; raid; gather,kanji,n1
陛,ヘイ,, highness; steps (of throne),kanji,n1
磁,ジ,, magnet; porcelain,kanji,n1
潔,ケツ,いさぎよい, pure; clean; undefiled,kanji,n1
膜,マク,, membrane; film,kanji,n1
乏,ボウ,とぼしい、ともしい, scanty; meager; scarce,kanji,n1
祥,ショウ,, auspicious; happiness; blessed,kanji,n1
曽,ソウ、ソ、ゾウ、ジョウ,, formerly; once; before,kanji,n1
舗,ホ,, shop; store; pave,kanji,n1
抽,チュウ,, pluck; pull; extract,kanji,n1
睡,スイ,, drowsy; sleep,kanji,n1
賭,ト,かける、かかる, gamble; bet; wager,kanji,n1
括,カツ,くくる, fasten; tie up; arrest,kanji,n1
貢,コウ、ク,みつぐ, tribute; support; finance,kanji,n1
犠,ギ,, sacrifice; victim,kanji,n1
粗,ソ,あらい, coarse; rough; rugged,kanji,n1
卑,ヒ,いやしい、いやしむ、いやしめる, lowly; base; vile,kanji,n1
貼,チョウ,はる, paste; stick; attach,kanji,n1
拉,ラウ、ロウ,, crush; break; smash,kanji,n1
牲,セイ,, animal sacrifice; offering,kanji,n1
帆,ハン,ほ, sail,kanji,n1
挿,ソウ,さす, insert; put in; graft,kanji,n1
翻,ホン,ひるがえる、ひるがえす, flip; turn over; change,kanji,n1
羊,ヨウ,ひつじ, sheep,kanji,n1
枕,チン,まくら, pillow; headrest,kanji,n1
錯,サク,, confused; mix; be in disorder,kanji,n1
謙,ケン,へりくだる, self-effacing; humble oneself,kanji,n1
珠,シュ,たま, pearl; gem; jewel,kanji,n1
蓄,チク,たくわえる, amass; raise; save,kanji,n1
拓,タク,ひらく, clear (land); open up; develop,kanji,n1
鼓,コ,つづみ, drum; beat; rouse,kanji,n1
粋,スイ、サイ,いき, chic; style; purity,kanji,n1
尉,イ、ジョウ,, military officer; jailer,kanji,n1
后,コウ、ゴ,きさき, empress; queen; after,kanji,n1
粘,ネン,ねばる, sticky; glutinous; persevere,kanji,n1
披,ヒ,, expose; open,kanji,n1
徐,ジョ,おもむろに, gradually; slowly; deliberate,kanji,n1
悦,エツ,よろこぶ, ecstasy; joy; rapture,kanji,n1
堪,カン、タン,たえる、たまる, withstand; endure; support,kanji,n1
冠,カン、カン,かんむり、かむる、こうぶる, crown; best; cap,kanji,n1
愉,ユ,, pleasure; happy; rejoice,kanji,n1
尿,ニョウ,ゆばり, urine,kanji,n1
顎,ガク,あご、がく, jaw; chin,kanji,n1
誓,セイ,ちかう, vow; swear; pledge,kanji,n1
憂,ユウ,うれえる、うれい、うい, melancholy; grieve; lament,kanji,n1
簿,ボ,, register; record book,kanji,n1
糧,リョウ、ロウ,かて, provisions; food; nourishment,kanji,n1
架,カ,かける、かる, rack; frame; shelf,kanji,n1
芽,ガ,め, bud; sprout; germ,kanji,n1
軸,ジク,かじ, axis; pivot; scroll,kanji,n1
苛,カ,いらだつ、いらだてる、さいなむ、からい、いじめる, torment; scold; chastise,kanji,n1
蓋,ガイ、カイ、コウ,ふた、けだし、おおう, cover; lid; flap,kanji,n1
盆,ボン,, tray; basin; lantern festival,kanji,n1
凶,キョウ,, villain; evil; bad luck,kanji,n1
妃,ヒ,きさき, queen; princess,kanji,n1
庶,ショ,, commoner; all; many,kanji,n1
秩,チツ,, order; regularity; salary,kanji,n1
裾,,すそ、すその, cuff; hem; bottom,kanji,n1
幽,ユウ,, seclude; confine; dim,kanji,n1
凡,ボン、ハン,およそ、おうよそ、すべて、すべて, commonplace; ordinary; mediocre,kanji,n1
漠,バク,, vague; obscure; desert,kanji,n1
拙,セツ,つたない, bungling; clumsy; unskillful,kanji,n1
恒,コウ,つね、つねに, constancy; always,kanji,n1
暦,レキ,こよみ、りゃく, calendar; almanac,kanji,n1
腫,シュ,はれる、はらす, tumor; swelling,kanji,n1
峠,,とうげ, mountain peak; pass; climax,kanji,n1
宰,サイ,, superintend; manager; rule,kanji,n1
蛮,バン,, barbarian,kanji,n1
窮,キュウ、キョウ,きわめる、きわまる、きわまり, hard up; destitution; suffer,kanji,n1
擦,サツ,する、すれる、こする、まする, grate; rub; scratch,kanji,n1
爪,ソウ、ジョウ,つめ、つま, claw; nail; talon,kanji,n1
稚,チ、ジ,いとけない、おさない、おくて、わかい, immature; young,kanji,n1
辱,ジョク,はずかしめる、はじ、はずかしめ, embarrass; humiliate; shame,kanji,n1
嵐,ラン,あらし, storm; tempest,kanji,n1
憤,フン,いきどおる、いかる, aroused; resent; be indignant,kanji,n1
癒,ユ,いえる、いやす、いやし, healing; cure; quench,kanji,n1
鬱,ウツ,, gloom; depression; melancholy,kanji,n1
疎,ソ、ショ,うとい、うとむ、うとまる、まばら、しろ, alienate; sparse; neglect,kanji,n1
雰,フン,, atmosphere; air; spirit,kanji,n1
彰,ショウ,, patent; clear,kanji,n1
肺,ハイ,, lungs,kanji,n1
傑,ケツ,, greatness; excellence,kanji,n1
拘,コウ,かかわる、こだわる, arrest; seize; concerned,kanji,n1
頻,ヒン,しきりに, repeatedly; recur,kanji,n1
緯,イ、イ,よこいと、ぬき, latitude; horizontal,kanji,n1
妖,ヨウ,あやしい、なまめく、わざわい、みめよい, bewitching; calamity; suspicious,kanji,n1
豚,トン,ぶた, pork; pig,kanji,n1
藍,ラン,あい, indigo,kanji,n1
矛,ム、ボウ,ほこ, halberd; arms; festival car,kanji,n1
鍛,タン,きたえる, forge; discipline; train,kanji,n1
繊,セン,, slender; fine; thin,kanji,n1
縫,ホウ,ぬう, sew; stitch; embroider,kanji,n1
把,ハ、ワ,, grasp; faggot; bundle,kanji,n1
楼,ロウ,, watchtower; lookout; high building,kanji,n1
捉,ソク、サク,とらえる, catch; capture; seize,kanji,n1
漬,シ,つける、つかる、づけ、づける, pickling; soak; moisten,kanji,n1
紳,シン,, sirs; gentlemen,kanji,n1
飽,ホウ,あきる、あかす, sated; tired of; bored,kanji,n1
宛,エン,あてる、あて、ずつ、-あて, address; just like; fortunately,kanji,n1
閥,バツ,, clique; lineage; pedigree,kanji,n1
旋,セン,, rotation; go around,kanji,n1
坪,ヘイ,つぼ, two-mat area; ~36 sq ft,kanji,n1
崖,ガイ、ゲ,がけ、きし、はて, cliff; bluff; precipice,kanji,n1
叱,シツ,しかる, scold; reprove,kanji,n1
鶏,ケイ,にわとり、とり, chicken,kanji,n1
峡,キョウ、コウ,かい、はざま, gorge; ravine,kanji,n1
溝,コウ,みぞ、どぶ, gutter; ditch; sewer,kanji,n1
朴,ボク,ほう、ほお、うすい、きじ、すなお, crude; simple; plain,kanji,n1
軌,キ,, rut; wheel track,kanji,n1
瓦,ガ,かわら、ぐらむ, tile; gram,kanji,n1
喪,ソウ,も, mourning; lose; death,kanji,n1
墨,ボク,すみ, black ink; India ink; soot,kanji,n1
疫,エキ、ヤク,, epidemic,kanji,n1
遍,ヘン,あまねく, everywhere; times; widely,kanji,n1
濁,ダク、ジョク,にごる、にごす, voiced; murky; impure,kanji,n1
扇,セン,おうぎ、あおぐ, fan; folding fan,kanji,n1
拳,ケン、ゲン,こぶし、げんこつ, fist,kanji,n1
乙,オツ、イツ,おと、きのと, second; latter; B,kanji,n1
酵,コウ,, fermentation,kanji,n1
堤,テイ,つつみ, dike; embankment; dam,kanji,n1
阻,ソ,はばむ, thwart; separate from; block,kanji,n1
桑,ソウ,くわ, mulberry; kuwa,kanji,n1
虜,リョ、ロ,とりこ、とりく, captive; barbarian; slave,kanji,n1
乞,コツ、キ、キツ、キョウ,こう、こわれる, beg; invite; ask,kanji,n1
恭,キョウ,うやうやしい, respect; reverent,kanji,n1
鐘,ショウ,かね, bell; gong; chimes,kanji,n1
剰,ジョウ,あまつさえ、あまる、あまり, surplus; besides,kanji,n1
慈,ジ,いつくしむ, mercy; affection; love,kanji,n1
径,ケイ,みち、こみち、さしわたし、ただちに, diameter; path; method,kanji,n1
培,バイ、ハイ,つちかう, cultivate; foster,kanji,n1
擁,ヨウ,, hug; embrace; possess,kanji,n1
郭,カク,くるわ, enclosure; quarters; fort,kanji,n1
呪,ジュ、シュ、ズ,のろう、まじなう、しゅす、ちゅ, curse; spell; charm,kanji,n1
砕,サイ,くだく、くだける, smash; break; crush,kanji,n1
汰,タ、タイ,おごる、にごる、よなげる、すぎる、おちる, luxury; select; eliminate,kanji,n1
勃,ボツ、ホツ,おこる、にわかに, sudden; rise; erect,kanji,n1
翁,オウ,おきな, old man; venerable,kanji,n1
絹,ケン,きぬ, silk,kanji,n1
譜,フ,, musical score; music; genealogy,kanji,n1
陵,リョウ,みささぎ, mausoleum; imperial tomb; hill,kanji,n1
痴,チ,しれる、おろか, stupid; foolish; silly,kanji,n1
笛,テキ,ふえ, flute; clarinet; pipe,kanji,n1
昧,マイ、バイ,くらい、むさぼる、みだる、くれぐれ, dark; foolish; obscure,kanji,n1
訟,ショウ,, sue; accuse,kanji,n1
唾,ダ、タ,つば、つばき, saliva; sputum,kanji,n1
肪,ボウ,, obese; fat,kanji,n1
塀,ヘイ,べい、かき, fence; wall; enclosure,kanji,n1
碁,ゴ,, Go (game),kanji,n1
敢,カン,あえて、あえない、あえなく, daring; sad; brave,kanji,n1
塁,ルイ、ライ、スイ,とりで、るい、るつ, bases; fort,kanji,n1
暁,ギョウ、キョウ,あかつき、さとる, dawn; daybreak; realize,kanji,n1
胴,ドウ,, trunk; body; torso,kanji,n1
謡,ヨウ,うたい、うたう, noh chanting; song; sing,kanji,n1
飢,キ,うえる, hungry; starve,kanji,n1
欄,ラン,, column; handrail; blank,kanji,n1
艶,エン,つや、なまめかしい、あでやか、つやめく、うつくしい、なさけ、こい、ほれる, glossy; luster; graceful,kanji,n1
痕,コン,あと、きずあと, mark; scar; trace,kanji,n1
怠,タイ,おこたる、なまける、おこたって, neglect; laziness; be idle,kanji,n1
欺,ギ,あざむく, deceive; delude,kanji,n1
弦,ゲン,つる、ゆみのつる、げん、いと、はちぶんのいち, bowstring; chord; hypotenuse,kanji,n1
泡,ホウ,あわ、あぶく, bubbles; foam; suds,kanji,n1
諦,テイ,あきらめる、つまびらか、まこと, abandon; give up; truth,kanji,n1
伐,バツ、ボチ,き.る、う.つ,fell; strike,kanji,n1
餅,ヘイ、ヒョウ,もち,mochi; rice cake,kanji,n1
寮,リョウ,,dormitory; hostel,kanji,n1
厄,ヤク,,misfortune; bad luck,kanji,n1
奔,ホン,はし.る,run; bustle,kanji,n1
瞳,ドウ,ひとみ,pupil; eye,kanji,n1
昆,コン,,insects; descendants,kanji,n1
椎,ツイ、スイ,つち、う.つ,oak; mallet,kanji,n1
懇,コン,ねんご.ろ,sociable; kind,kanji,n1
唄,バイ,うた,song; ballad,kanji,n1
渦,カ,うず,whirlpool; vortex,kanji,n1
襟,キン,えり,collar; neck,kanji,n1
吟,ギン,,recite; chant,kanji,n1
覇,ハ,,hegemony; supremacy,kanji,n1
衡,コウ,,equilibrium; measure,kanji,n1
呈,テイ,,display; offer,kanji,n1
隙,ゲキ,すき,gap; space,kanji,n1
淫,イン,みだ.ら,lewdness; obscene,kanji,n1
娠,シン,,pregnancy,kanji,n1
循,ジュン,,follow; circulate,kanji,n1
懲,チョウ,こ.りる、こ.らす,penal; chastise,kanji,n1
錦,キン,にしき,brocade; fine dress,kanji,n1
猟,リョウ,か.る,hunting; game,kanji,n1
幣,ヘイ,ぬさ,cash; bad habit,kanji,n1
附,フ,つ.ける,affix; attach,kanji,n1
箇,カ、コ,,counter for articles,kanji,n1
醜,シュウ,みにく.い,ugly; unclean,kanji,n1
箸,チョ、ジャク,はし,chopsticks,kanji,n1
戚,セキ,いた.む,grieve; relative,kanji,n1
喚,カン,わめ.く,yell; scream,kanji,n1
紺,コン,,dark blue; navy,kanji,n1
某,ボウ,それがし,so-and-so; certain,kanji,n1
鋼,コウ,はがね,steel,kanji,n1
褒,ホウ,ほ.める,praise; admire,kanji,n1
赴,フ,おもむ.く,proceed; go to,kanji,n1
媒,バイ,,mediator; media,kanji,n1
妬,ト,ねた.む、そね.む,jealousy; envy,kanji,n1
遮,シャ,さえぎ.る,intercept; interrupt,kanji,n1
窯,ヨウ,かま,kiln; oven,kanji,n1
侯,コウ,,marquis; lord,kanji,n1
釜,フ,かま,kettle; pot,kanji,n1
茎,ケイ,くき,stem; stalk,kanji,n1
蔑,ベツ,さげす.む,ignore; despise,kanji,n1
嗅,キュウ,か.ぐ,smell; sniff,kanji,n1
壌,ジョウ,つち,soil; ground,kanji,n1
蜜,ミツ,,honey; nectar,kanji,n1
尼,ニ,あま,nun; Nepal,kanji,n1
肢,シ,,limb; member,kanji,n1
赦,シャ,,pardon; forgiveness,kanji,n1
酬,シュウ,むく.いる,repay; reward,kanji,n1
戴,タイ,いただ.く,receive; wear on head,kanji,n1
詠,エイ,よ.む,compose; recite,kanji,n1
斗,ト,,measuring box; dipper,kanji,n1
宜,ギ,よろ.しい,good; suitable,kanji,n1
殻,カク,から,shell; husk,kanji,n1
墳,フン,,tomb; mound,kanji,n1
炊,スイ,た.く,cook; boil,kanji,n1
碑,ヒ,,tombstone; monument,kanji,n1
痩,ソウ,や.せる,lose weight; become thin,kanji,n1
但,タン,ただ.し,however; but,kanji,n1
奨,ショウ,すす.める,encourage; recommend,kanji,n1
践,セン,ふ.む,tread; step on,kanji,n1
滋,ジ,,nourishing; grow,kanji,n1
儒,ジュ,,Confucian,kanji,n1
薦,セン,すす.める,recommend; offer,kanji,n1
怨,エン、オン,うら.む,grudge; resentment,kanji,n1
栽,サイ,,planting; growing,kanji,n1
刈,ガイ,か.る,cut; trim,kanji,n1
閑,カン,,leisure; tranquility,kanji,n1
錠,ジョウ,,lock; pill,kanji,n1
扶,フ,,aid; help,kanji,n1
妥,ダ,,gentle; peace,kanji,n1
妨,ボウ,さまた.げる,obstruct; hinder,kanji,n1
醒,セイ,さ.める,sober up; awaken,kanji,n1
詣,ケイ、ゲイ,もう.でる,visit a temple; worship,kanji,n1
胎,タイ,,womb; embryo,kanji,n1
窟,クツ,いわや,cave; cavern,kanji,n1
巾,キン,ちきり,cloth; towel,kanji,n1
蜂,ホウ,はち,bee; wasp,kanji,n1
忌,キ,い.む,mourning; avoid,kanji,n1
骸,ガイ,むくろ,dead body; skeleton,kanji,n1
弄,ロウ,もてあそ.ぶ,play with; tamper with,kanji,n1
嫉,シツ,そね.む,envy; jealousy,kanji,n1
粛,シュク,つつし.む,solemn; quietly,kanji,n1
罵,バ,ののし.る,abuse; insult,kanji,n1
囚,シュウ,とら.われる,captured; criminal,kanji,n1
鉛,エン,なまり,lead (metal),kanji,n1
